,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,label
0,0.7802575062359322,-2.1002148149983153,-0.3049890905427493,-1.697234602131426,0.07353439411434147,0.1988428338519523,-0.3852231313410016,-0.2998689878154283,0.1008286588670717,0.3151326935808526,-1.0026720072441375,0.23411271267867761,-0.49783740263126514,1.7097885361292413,0.3466687494984257,-0.32033159353810287,-0.04550558004407525,0.44119179356119614,0.10046676197033766,0.7747002096003233,0.9167422808409565,0.44043700834849697,1.5288182196989586,-0.16095818782742943,-1.9064724878178232,0
1,0.4297074939390676,0.007991095962220729,2.011612276674579,-0.6647851739113264,-0.9606247853602071,-0.7831756132618715,0.6964415655690835,0.718218102104198,0.25716588462924594,1.459421622158013,1.734804109178052,0.8071566897089184,0.026668744971867064,0.17276749700487287,-0.7384617568759093,2.5642643545264083,-1.0590570749402033,0.5925768316692557,-0.687397469321643,1.157364864744759,0.16916622457788288,0.31520700633282916,-1.0225484830225635,-0.6010742509028308,-2.5775895271156006,1
2,1.8329406276052957,0.03204048478393456,-1.527849812998955,0.5335209602306213,-1.1851255688808922,-0.7427253892523572,-0.05842919246278893,-0.4835752040226179,0.41620100050535414,0.8565342335865705,0.08337447776719427,2.3469929617155554,0.6800584697049274,-0.43112827615413724,-0.5712435146781009,-0.547668025296229,1.1832552887010384,2.8894753259307997,0.5729235576049435,0.9906085090868656,1.4673887464855762,-0.8375962165692926,1.0767310684087754,-0.1772249019428651,0.46747159656518367,1
3,-0.1500369055952233,1.4464227759712056,0.3023001279145055,-0.810016357476067,-0.161214718902922,0.48008923950823046,-1.4498682230933804,0.9012591846636526,-1.3305997207618385,-1.1421932781509738,-0.3135772084207974,1.334869422427269,-0.49285699656588,-0.21447917288834203,0.5345582745876153,1.4281265918723762,-0.843205586264701,0.71768391295863,0.45515170193821824,0.03230253623685734,1.461282496714835,0.8342918447799297,-0.02768938843242586,-0.7538126951825797,1.280201807149128,0
4,-0.705188625499382,-0.5282240173842405,0.23491216909718118,-1.686759551616546,0.8697633188020361,2.0754186027183414,1.7887406022521704,-0.17648801455635388,0.054751785312781895,-0.18455038956856123,-1.3121617856352914,-1.4896284297620033,-1.1134913142278242,1.9912564117906333,0.30987274626243305,1.3488650653242287,0.6909964292367119,0.842106651686034,0.1617483260665317,-1.2768756807223622,-0.9542007538884072,-0.010260694159272247,-0.2780479510867716,-0.6501527547560797,-0.4150820117225186,1
5,0.9132756206540676,-0.5218910170522408,0.864688359202034,1.0260087039021986,-0.2017601593227845,0.6554696282205191,-1.2053442544537603,-1.0746237854859353,0.06342329021909321,-0.40328077600168966,-0.08669437003047605,0.4271655224457253,1.0497733444387507,0.8657984348251061,0.7777522477538951,0.041220656580283684,-0.07081169639354855,-1.2978383748024558,1.1837145937918583,0.05895969372186033,0.7173307956394914,0.18397271671590296,-0.997078652805127,-0.10489819495336747,0.9686790528286257,0
6,0.9841994548495775,1.4324289946118136,-1.9107719039132012,0.23935227383820265,-1.0920894480749996,1.0722629415900629,0.8051062282633077,-1.3134777749742839,-0.3764160003395916,-0.08684625133353381,0.6555042796972755,-3.7497482158600217,1.1331700404629703,0.7451056776779855,-0.3624030882768877,-0.7803114084115305,0.2680417002437244,-0.9999643359602307,-0.203674853694268,0.7695565444607407,0.5066412055171988,0.5401567436656018,-0.5514077894420281,1.502742296903157,-0.47710705766412803,1
7,0.09468905922774007,0.09269287367391654,-0.046571967395755635,-0.29931487560230674,-1.7002635055154964,0.1965069984112712,0.6438620572304159,0.058076146651671656,-0.6831374268378965,-0.8094419854892289,-0.10144113099903132,0.26692863097816893,-0.5515733904480788,0.29989089312532413,-0.7648963018291508,1.053746177221214,1.7930857270398697,-0.5614613284230796,-0.2707769102438005,0.9540884801894026,-0.33002351909837674,0.9588575824178447,-0.10110999805963124,-0.6981896896357047,0.1472849269213722,0
8,0.08717865627882529,0.6304001300757015,-0.7227650854403577,-0.0639335097530769,0.553872988269109,1.0786373924663952,-2.038716849812454,1.9318878110877304,0.11187736986835332,0.4227287406001179,0.9650890391380951,0.016881687979246326,0.3462974789454023,-0.589866172962247,-0.03172463899893074,-0.7254375266827459,-0.8079214455371946,1.3374523175093318,-0.018260370606022865,1.4188062312286494,0.9480526410784337,0.7440792279545991,-0.02361971652747154,-1.2494851129978914,0.6088802446627068,0
9,0.9928565976979083,0.6888888935397547,-0.7843015796460278,1.4635014182749444,-0.546946657839011,0.47160578808186787,1.4889736953767934,-0.40927203847692606,0.7136575140035344,0.04087731480694296,-0.2763243336647345,0.6837740745573754,1.3264035204001141,0.941213072670881,-0.21418200740094206,-0.6571907622974708,1.175100401311957,1.530847128149104,0.8376679111226463,1.5667294347965839,-0.4301929990824243,1.4557183962584945,0.4984560404089681,0.46320930126080584,0.73088388771611,0
